Year,Month,Day,Mean Pressure (hPa),Absolute Daily Max (deg. C),Mean (deg. C),Absolute Daily Min (deg. C),Mean Dew Point (deg. C),Mean Relative Humidity (%),Mean Amount of Cloud (%),Total Rainfall (mm),Total Bright Sunshine (hours),Prevailing Wind Direction (degrees),Mean Wind Speed (km/h)
1985,8,7,1002.1,33,30,27.9,24.8,75,34,0,12.3,90,17.2
1985,8,8,1002,32.4,29.6,27.2,26.4,83,66,2.9,9.4,100,21.1
1985,8,9,1002.8,32.6,29.9,27,26,80,47,2,10.6,100,16.8
1985,8,10,1001.5,32.5,29.7,28.1,25.5,79,49,0,11,100,13.5
1985,8,11,999.5,31.4,28.9,27,26,85,65,8.6,7.7,90,22.5
1985,8,12,998.8,31.4,28,26.1,25.6,87,81,13.9,7.2,90,32.8
1985,8,13,998.7,30.4,27.5,25.6,25.8,90,83,39.7,5.7,140,27.8
1985,8,14,999.4,30.3,27.4,25.5,25.1,87,85,16.9,1.4,140,28
1985,8,15,1002.2,29.2,27.7,26.2,25.1,86,88,8.6,1,220,13.8
1985,8,16,1004.3,28.9,26.7,25.1,25,90,94,53,0,220,13.3
1985,8,17,1003.9,32,28.6,26.3,25.5,84,70,0,9.1,240,19
1985,8,18,1001.4,32.4,29.5,27.2,26.1,82,49,Trace,9,270,20.3
1985,8,19,1001,32.8,28.8,26.2,25.8,85,77,7.6,5.1,270,25
1985,8,20,1001.3,32.4,29,26.6,25,80,49,0,9.3,280,21.5
1985,8,21,1001.2,28.6,26.2,24.9,24.6,91,97,46.7,0,220,9.3
1985,8,22,1001.6,26.9,25.9,25.2,24.8,94,93,33.6,0,90,23.4
1985,8,23,1002,31,28.2,25.6,24.6,81,61,0,11.3,230,13.6
1985,8,24,1001.9,30.6,28.8,27.6,25.4,82,82,Trace,5.5,240,30.3
1985,8,25,1000.9,28.8,28.1,25.7,25.8,87,96,21.2,0,240,33.2
1985,8,26,1001.7,28.3,25.7,24.6,24.9,95,99,117.4,0,90,22.2
1985,8,27,1003.4,25.8,25.1,24.3,24.3,96,98,74.3,0,100,25.8
1985,8,28,1005.3,26.6,25.8,25.2,24.6,93,97,6.1,0,50,18.2
1985,8,29,1007,25.8,25,24.4,24.2,95,98,40.5,0,80,9.9
1985,8,30,1005.6,29.9,26.6,24.5,23.6,84,60,Trace,8,10,7.9
1985,8,31,1004.5,30.5,26.9,24.4,23,79,30,0,11,120,8.1
1985,9,1,1004.3,27.8,26,24.7,23.9,88,90,8.2,1,40,25.2
1985,9,2,1005.9,29.9,27.1,25.3,23.9,83,79,0.6,4.8,360,7.6
1985,9,3,1007.4,28,26.6,25.7,24.1,86,64,1.6,1.3,10,20.4
1985,9,4,1003.8,32.7,28.5,25.8,23.2,74,48,1.1,9.2,10,32.7
1985,9,5,997.9,28.8,26.6,25,23.9,86,96,47.9,1.6,80,71.7
1985,9,6,1000.9,27.6,26.2,24.7,24,88,96,114.3,0,140,56.5
1985,9,7,1006.7,29.8,27.6,26.4,25,86,85,0.8,9,80,20.9
1985,9,8,1008.1,28.5,26.3,25.2,24.9,92,85,16.9,2.3,70,16.5
1985,9,9,1009.2,30,27.1,24.9,23.6,81,69,4.2,8.1,80,44.6
1985,9,10,1013.2,26.8,25.7,24.2,24.5,93,93,19.6,0,90,32.9
1985,9,11,1013.5,29.6,27.4,26.2,24.9,87,84,Trace,4.9,70,16.5
1985,9,12,1011.8,30.5,27.4,25.3,22.9,77,80,Trace,6.6,40,8.9
1985,9,13,1010.6,30.3,27.8,25.7,23.8,79,52,0,10.8,60,17.2
1985,9,14,1011.1,30.4,28.1,26.6,23.9,78,59,0,8.7,80,28.3
1985,9,15,1011.6,30.5,28.2,26.9,24.5,80,68,0,10.3,80,21.6
1985,9,16,1011.1,30.6,27.9,26.6,24.1,80,56,0,8.5,80,10.2
1985,9,17,1007.8,32.3,28.8,26.6,24.1,76,54,0,9,280,17.6
1985,9,18,1008.3,28.4,27,25.3,23.7,83,85,3.2,0.3,360,22
1985,9,19,1010,28.7,26.7,25.2,24.5,88,79,10.3,3.5,70,29.6
1985,9,20,1010.5,26.6,25.6,24.4,23.8,90,90,26.2,0,80,38.9
1985,9,21,1011.8,26.8,25.8,24.2,24.4,92,89,46.3,1.8,80,30.4
1985,9,22,1012.5,28.6,27.1,25.7,25,88,85,3.1,5.9,100,21.8
1985,9,23,1011.4,30.2,27.6,25.9,24.4,83,80,4.2,5.3,130,20.6
1985,9,24,1012.3,27.9,26.2,23.5,23,82,75,4.5,2.3,360,16.1
1985,9,25,1014.2,26.8,25.1,23.9,21.5,80,78,0.6,1.2,10,24.5
1985,9,26,1013.7,29.3,26.6,24.1,21.4,73,70,0,10,360,21.1
1985,9,27,1010.9,30.4,27.5,24.8,21,68,53,Trace,9.5,10,27
1985,9,28,1009.9,27.7,25.5,23.5,21.3,78,88,1.6,0.7,10,40
1985,9,29,1012.1,25.9,24.5,22.7,22.7,90,92,20.3,0,80,50.3
1985,9,30,1014.2,28,26,24.5,22.1,79,76,Trace,5.8,80,41.6
1985,10,1,1015.5,29.2,26,23,20.8,75,48,27.4,10.3,100,20
1985,10,2,1016.3,27.5,24.8,22.1,15.1,55,19,0,10.4,360,20.9
1985,10,3,1012,27.2,24.4,21.7,15.2,57,30,0,10.5,360,24.5
1985,10,4,1008.2,28.5,24.8,21.3,13,48,16,0,10.4,350,32.1
1985,10,5,1011.7,28.6,25.5,22.8,11.3,41,1,0,10.7,360,28
1985,10,6,1014.4,27.6,25.2,22.6,18.3,67,62,Trace,6.4,360,28
1985,10,7,1014.2,27.9,25.6,24.5,21.1,76,70,Trace,6.7,80,35
1985,10,8,1014.7,26.4,25.6,24.5,23,85,87,0.1,0.1,80,31.3
1985,10,9,1015.5,29.4,26.9,25.6,23.5,82,67,Trace,8.5,80,21.3
1985,10,10,1014.5,29.2,26.9,25,23.2,80,60,Trace,6.8,70,21.5
1985,10,11,1014.1,28.7,26.9,25.9,23.5,82,72,0,6.8,70,31.1
1985,10,12,1015.3,29.1,27.2,26.3,23.2,79,57,Trace,6.4,70,27.6
1985,10,13,1013.5,30.4,27.5,25.5,22.5,75,28,0,10.5,90,16.6
1985,10,14,1011.8,30,27.5,25.8,23.1,77,35,0,10.2,70,27.6
1985,10,15,1011.8,28.1,27.1,26.4,23.6,81,80,Trace,6.6,80,43.8
1985,10,16,1014,29,27.2,26.1,23.7,82,48,0,8.2,80,26.3
1985,10,17,1014.2,28.4,26.5,24.6,23.6,84,56,6.4,6.3,90,22
1985,10,18,1012.3,28.6,25.8,23.3,22.5,82,65,4.8,7.5,90,23.4
1985,10,19,1012.2,27.5,25.2,23.2,21.2,79,40,3.1,9.6,80,30.1
1985,10,20,1013.6,24.8,22.7,20.3,18.9,79,82,7.9,0.2,10,46
1985,10,21,1016.9,24.8,23.5,22.4,20.6,84,97,6.1,0,70,57.7
1985,10,22,1018.7,26.5,24.7,22.5,21.1,80,74,0,8.7,90,35.9
1985,10,23,1016.9,27.4,25.3,24,21.3,79,51,0,6.8,60,18.8
1985,10,24,1015.3,27.9,25.6,24.4,22.2,82,63,0.1,4.8,90,22.8
1985,10,25,1014,28.2,25.9,24.5,22.4,81,61,0,6.3,90,20.5
1985,10,26,1013.8,28.3,26,24.6,22.7,82,67,0,6.7,80,11.3
1985,10,27,1014.6,27.4,25.6,24.4,22,80,65,0.2,4.1,90,23.1
1985,10,28,1013.2,27.9,25.8,24.8,22,80,48,Trace,7.8,90,14
1985,10,29,1012.9,27.8,25.9,24.2,22.7,82,44,Trace,5.7,240,5.6
1985,10,30,1015,28.2,25.7,24.1,21.2,76,28,0,6.6,90,15.5
1985,10,31,1017.5,28.1,25.3,23.4,18.8,68,53,0,7.6,360,18.5
1985,11,1,1019.7,26.6,24,20.8,17,66,63,4.2,7.3,360,35.3
1985,11,2,1021.2,24.7,22.7,20.1,18,76,55,1.1,9.4,80,40.4
1985,11,3,1021.4,24.7,23,21.3,16.9,69,28,0,9.9,80,42.2
1985,11,4,1019.7,25.2,23.2,21.3,17.7,71,42,Trace,9.5,80,33.3
1985,11,5,1016.5,26.4,24.1,21.9,19.4,75,47,0,8.4,60,22.8
1985,11,6,1015.5,26.9,24.6,22.8,20.7,79,34,0,9.3,80,21.8
1985,11,7,1015.2,26,24.6,23.6,20.4,78,67,0,8.2,80,36.9
1985,11,8,1014.4,26.5,24.5,22.4,20,76,79,Trace,4,80,32
1985,11,9,1014.8,22.8,21.3,20,15.8,71,71,0.2,2.2,360,30.7
1985,11,10,1014.6,23.9,21.3,18.4,15.4,69,33,0,8.7,360,22.4
1985,11,11,1015.9,25.3,23.1,21.4,19.2,79,47,0,8.1,90,25
1985,11,12,1018.9,25.9,23.3,21.4,19.2,78,33,0,9.1,80,17.1
1985,11,13,1019.3,25,22.9,21.3,18.2,75,80,0.1,0.3,70,24.3
1985,11,14,1019.9,24.4,22.4,20.6,15.9,67,72,0,6.4,80,27
1985,11,15,1019.2,25.4,23.2,21.8,17,69,52,0,7.5,70,32
1985,11,16,1018.7,25.6,23.3,21.8,16.8,67,79,0,5,70,24.4
1985,11,17,1017.7,23.6,21.5,19.9,14.7,65,78,0,4.2,360,23
1985,11,18,1017.2,23.5,21.2,19,13.4,62,15,0,9.7,90,21
1985,11,19,1016.4,24.3,21.6,19.8,16.7,74,20,0,6.9,80,15.3
1985,11,20,1016.3,23.7,21.9,20.1,17.2,75,33,0.1,9.7,80,27.9
1985,11,21,1013.5,24.2,22.4,21.5,21.2,93,93,26.1,0,80,31.7
1985,11,22,1011.7,25.5,24,23.1,22.8,93,79,12.7,2.4,90,16.7
1985,11,23,1011.3,26.5,24.3,23.3,22,87,49,0,6.9,70,15.3
1985,11,24,1016.5,23.4,20.9,17.8,14.5,68,55,0,8.1,360,38.5
1985,11,25,1020.5,20.7,18.9,16.6,12.9,68,85,0,3.5,80,34.3
1985,11,26,1018.9,22.6,21,19.5,15.6,71,89,0,3.5,80,31.9
1985,11,27,1017.1,24,22.3,21.5,19.3,83,68,0,1.2,70,21
1985,11,28,1017.3,26.1,23.2,21.2,19.7,81,35,0,7.5,60,15.3
1985,11,29,1021.2,22.7,20.1,18.7,15.4,74,88,Trace,1.3,10,30.3
1985,11,30,1022.3,21.3,18.4,15,13.5,74,70,1.4,5.8,360,26.8
1985,12,1,1021.3,22.1,19.6,17.2,13.9,70,35,0,9.3,360,17
1985,12,2,1020.8,22.1,19.8,16.9,12.9,65,31,0,9.7,90,27.9
1985,12,3,1019.6,23.7,20.9,18.6,16,74,61,Trace,3.7,80,23.4
1985,12,4,1017.6,24.7,22.2,20.6,18.2,78,34,0,9.1,70,17
1985,12,5,1016.4,23.2,22,21.3,18,78,79,Trace,1.9,80,30.5
1985,12,6,1015.1,25.6,22.5,20.3,17.2,73,45,0,9.5,10,19
1985,12,7,1016.8,22.6,20.6,18.4,14.9,70,65,Trace,3.1,60,24
1985,12,8,1017.4,21.6,18.6,15.9,12.3,67,10,0,9.2,360,21.5
1985,12,9,1016.5,20.9,19.2,17.3,14.7,75,70,0,7.6,70,39.1
1985,12,10,1015.6,19.9,19.3,18.8,16.4,84,93,Trace,0,80,47
1985,12,11,1019.9,18.8,12.2,10.6,11.2,94,100,12.9,0,350,36
1985,12,12,1022,13,11.8,10.3,7.5,75,99,Trace,0,360,19.3
1985,12,13,1020,17.3,14.8,12.6,10.7,77,80,0,5.2,10,13.9
1985,12,14,1021.6,18,15.3,12.7,3.9,49,10,0,9.8,360,40
1985,12,15,1023.6,16.7,13.8,11.9,-2.8,32,38,0,7.1,360,48.8
1985,12,16,1023.8,15.7,12.6,9.8,-2.8,35,12,0,10,360,31.9
1985,12,17,1021.8,16.2,13.6,9.6,5.7,59,14,0,9.8,60,32.5
1985,12,18,1020.3,17.3,15.7,13.3,9.3,66,70,0,0.2,60,21.5
1985,12,19,1021.2,19.6,16.9,14.9,7,52,87,0,0.8,20,22.9
1985,12,20,1024.1,17.9,16.3,14.2,9.3,63,55,0,8.7,60,32.8
1985,12,21,1024.1,18.6,16.6,14.7,10.1,66,58,0,5.4,60,24.7
1985,12,22,1022.8,19.1,15.8,13.5,5.9,52,8,0,9.2,360,35.1
1985,12,23,1024.2,18.4,14.7,10.8,2.9,47,0,0,9.6,360,29.3
1985,12,24,1026,15.9,13.8,11.5,4.8,55,6,0,9.1,70,28.5
1985,12,25,1023.6,18.7,15.2,12.3,6.8,58,19,0,9.7,20,20.9
1985,12,26,1021.2,20.3,17,14.2,11.9,73,13,0,9.5,60,17.8
1985,12,27,1020,20.6,17.6,15.2,13.4,77,29,0,7.1,40,19.3
1985,12,28,1019.6,20,18.1,16.9,13.8,76,78,Trace,5.8,80,37.2
1985,12,29,1017.5,20,18.6,17.4,14.4,77,87,0,1.1,70,28.7
1985,12,30,1015.2,22.2,20.4,18.8,18,86,84,Trace,0.2,30,16
1985,12,31,1016.6,19.9,17.3,12,13.5,79,88,0,0.9,10,27.8
1986,1,1,1021.8,15.4,12.5,9.9,3.3,54,31,0,8,360,39.9
1986,1,2,1022.6,16.7,13.6,9.9,6.2,61,46,0,6.3,60,34.7
1986,1,3,1020.9,19.7,16.2,13.9,8.6,61,41,0,6.1,70,18.6
1986,1,4,1022.4,17,13.9,11.2,2.1,45,17,0,8.1,360,45.2
1986,1,5,1024.3,15.2,12.3,10,-4.6,31,4,0,9.6,10,42.7
1986,1,6,1024,15.1,12,8.6,-0.8,42,16,0,9.6,10,21.5
1986,1,7,1023.7,18.2,13.9,10,-0.6,38,14,0,10,10,17.5
1986,1,8,1025.1,18.4,15.3,12.2,3.3,46,3,0,10,80,34.5
1986,1,9,1027,17.6,15,12.4,7.8,63,2,0,9.7,70,29.3
1986,1,10,1025.4,17.8,15.2,12.7,8.2,64,1,0,9.4,80,35.1
1986,1,11,1023.2,18.4,15.9,13.7,7.7,59,9,0,9.7,70,35.1
1986,1,12,1022.6,18.8,16.5,14.8,11.5,73,8,0,9.6,70,30.5
1986,1,13,1021.7,20.2,16.7,14.1,11.2,71,6,0,9.5,60,24.9
1986,1,14,1019.9,18.7,16.2,13.9,10.5,69,36,0,5.6,70,29.9
1986,1,15,1019.2,20.7,17.2,14.4,12.8,76,2,0,9,40,10.9
1986,1,16,1018.7,19.1,17.3,15.9,13,76,29,0,9,40,21.5
1986,1,17,1016.6,20.7,18.3,16.4,14.4,78,78,Trace,6.5,40,27.5
1986,1,18,1015.4,23.4,19.8,18.3,16.5,82,53,0,5.5,40,11.8
1986,1,19,1017.5,22.4,19.3,17,15.2,78,33,0,8.9,10,20.5
1986,1,20,1019.9,21.2,18.5,16.6,14.4,77,26,0,9.6,50,20.8
1986,1,21,1019.8,20.3,18.1,16.6,14.1,78,38,0,8.4,90,25.9
1986,1,22,1021.6,17.9,15.9,14.7,11.5,76,81,Trace,1.7,60,31.1
1986,1,23,1021.6,17.1,14.7,13,9.2,70,60,0,3.7,70,27.9
1986,1,24,1021.2,17.3,16,14.5,10.9,72,82,0,1.7,70,38.5
1986,1,25,1022.8,18.7,16.7,14.9,11.5,72,86,0,0,70,26.7
1986,1,26,1024.1,16,14.2,12.4,7.9,66,82,Trace,0,10,30.2
1986,1,27,1023.9,16.4,13.3,9.7,6.2,63,15,0,9.9,90,32.1
1986,1,28,1021.7,18.5,15.2,12.5,8.4,65,6,0,10.1,60,25.3
1986,1,29,1018.6,20.2,16.6,13.9,9.9,66,14,0,10.2,60,21.3
1986,1,30,1015.1,23.4,18.5,16.4,14.1,76,49,0,5.3,30,11.7
1986,1,31,1014.4,21,18.2,16.4,14.9,82,23,0,9.5,60,19.4
1986,2,1,1017.2,19.2,16.8,15.3,12.5,76,75,0,3.8,70,31.6
1986,2,2,1017.1,19.2,16.8,15.5,13,79,52,0,3.9,60,21.7
1986,2,3,1018.4,17.9,16.1,14.7,12.6,80,91,Trace,0.8,70,33.7
1986,2,4,1018.5,14.8,13.9,12.7,10.6,81,100,Trace,0,70,41.3
1986,2,5,1017.2,14.1,13.4,12,12.3,93,99,10.5,0,70,41.4
1986,2,6,1021,13.7,11.9,10,8.3,79,99,0.9,0.1,10,34.8
1986,2,7,1023.9,11.5,10.7,9.8,6.4,75,99,Trace,0,360,33.9
1986,2,8,1024.6,15.2,11.9,8.7,6,67,57,0,8.5,70,34.2
1986,2,9,1024.5,15.2,13.4,12.2,6.8,65,89,Trace,0.5,70,35
1986,2,10,1024.2,17.7,14.5,12.1,6.6,60,39,Trace,10,10,15.3
1986,2,11,1022.5,17.9,14.8,12.5,8.1,65,36,0,10.2,70,27.2
1986,2,12,1020.1,17.9,15.7,13.7,9.9,69,59,0,9.2,70,36
1986,2,13,1016.6,20.4,18.1,16.2,14.1,78,64,0,7.8,40,19.4
1986,2,14,1014.2,22.8,19.5,17.9,18,91,81,0.5,4.5,110,8.8
1986,2,15,1015.3,21.6,17.3,14,15.5,89,91,0.7,0.3,80,29.9
1986,2,16,1016.4,14,13.3,12.7,11.6,89,98,9.7,0,80,49.4
1986,2,17,1012.9,17.7,15.8,13.9,15,95,98,10.4,0.1,30,19.9
1986,2,18,1013.9,20.1,17.2,15.1,14.2,84,89,14.7,3.4,20,22
1986,2,19,1015.5,15.6,14.8,13.9,12.7,87,96,10.3,0,40,27.6
1986,2,20,1019.9,16.3,14.1,12.5,9.6,75,90,10.1,1.5,10,32.3
1986,2,21,1022.6,17.2,14,11.5,6.8,62,8,0,9.9,10,26
1986,2,22,1020.6,17.3,14.2,12.7,8.9,71,35,0,7.7,70,28.8
1986,2,23,1018.9,15.7,14.3,13.1,9.3,72,85,Trace,0,70,25.7
1986,2,24,1019.5,18.1,15.2,13.1,8.1,64,70,0.3,6.1,80,29.9
1986,2,25,1020.2,17.5,14.8,13.7,6.3,57,90,Trace,3.8,80,39.2
1986,2,26,1020.5,18.6,15.7,14.3,11.1,74,89,Trace,2,70,25.8
1986,2,27,1021.9,15.5,13.7,11.5,9.6,76,95,Trace,0,10,35.8
1986,2,28,1024.7,11.6,9.5,7.6,5.7,78,100,0.7,0,10,39.7
1986,3,1,1028.3,7.7,6.1,4.8,2.2,78,97,3.6,0,10,53
1986,3,2,1029.4,13.9,10.3,5.8,-3.3,40,45,Trace,7.9,10,36.3
1986,3,3,1026.9,16.2,12.4,9.6,-2.6,37,6,0,10.2,10,20.3
1986,3,4,1024,19.2,14.1,10.7,5.3,57,21,0,9.4,40,16
1986,3,5,1023.3,21.1,15.7,11.9,6.2,55,4,0,10.4,50,19.1
1986,3,6,1022.9,21,16.7,13.7,8.6,60,0,0,10.4,50,23.3
1986,3,7,1022.4,20.7,17.4,15,9.7,61,30,Trace,9.4,70,25.8
1986,3,8,1021.1,20.2,17.5,15.9,9.6,61,48,Trace,7.5,80,31.8
1986,3,9,1019.3,22.9,19.4,16.9,12.3,65,52,0,9.4,30,17
1986,3,10,1016.1,23.1,20,18.3,16.5,81,82,Trace,3.6,30,12.5
1986,3,11,1015.2,23,19.9,18,17.3,85,51,0,7.9,30,11.5
1986,3,12,1015.2,19.4,18.3,17.3,16.4,89,92,Trace,0,40,21.9
1986,3,13,1012.7,22.3,19.9,17.9,18.4,91,89,Trace,4.3,30,16
1986,3,14,1009.4,25.1,22.1,19.6,20.5,91,91,Trace,0.4,190,12.5
1986,3,15,1007.1,26,23.9,22.1,21.5,87,90,Trace,0.3,170,18.7
1986,3,16,1009.3,25,22.7,17.4,21,90,95,1.3,0.2,160,18.9
1986,3,17,1010.9,17.7,17.1,16.7,16.4,96,100,4.9,0,80,33.3
1986,3,18,1006,22.2,20,17.2,18.9,94,97,Trace,0.3,20,15.1
1986,3,19,1008.6,21.6,18.7,16.6,17.3,92,99,1.7,0,80,27.5
1986,3,20,1009.2,18.4,17.2,16.3,16.2,94,99,0.3,0,20,30
1986,3,21,1009.6,21.2,18.9,17.6,17.9,94,98,1.6,0.4,20,18.9
1986,3,22,1013.2,19.1,16.7,15.3,14.2,86,100,2.4,0,10,26
1986,3,23,1016,16.1,15.3,14.6,11.5,78,100,Trace,0,60,34.2
1986,3,24,1016.1,15.9,14.7,13.5,12,84,100,8,0,80,44.3
1986,3,25,1015.8,16.5,15.5,14.2,13.1,86,100,3.2,0,70,41.6
1986,3,26,1015.4,19.2,17.6,15.8,15.8,89,99,Trace,0.1,70,24.6
1986,3,27,1014.1,19.5,18.5,17.8,17.1,91,100,0.3,0,80,25.3
1986,3,28,1011.9,21.8,19.8,19,19.3,97,96,13.6,0,30,10.8
1986,3,29,1011,21.7,20.4,19.2,19.5,95,95,Trace,0,20,14
1986,3,30,1009.6,25.4,22,19.8,20.7,93,95,8.2,2.2,20,21.3
1986,3,31,1014.1,20.7,17.5,15.5,16.1,92,100,2.7,0,80,38.2
1986,4,1,1015.3,18.6,16.6,15.4,13.4,82,94,0.1,1.8,70,38
1986,4,2,1014.6,19.4,17.9,16.4,16.6,93,98,Trace,0.2,50,26.3
1986,4,3,1014.7,23.9,21.1,19.1,19.4,90,70,0,5.3,40,14
1986,4,4,1015,25.8,22.1,19.8,19.9,88,33,0,7.8,290,5.1
1986,4,5,1017,21.6,20.2,19.5,18.3,89,67,Trace,0,40,21.7
1986,4,6,1017.8,25.3,21.4,19.2,16.8,76,47,0,8.7,90,26.3
1986,4,7,1017.9,22.7,20.5,19.1,12.8,62,80,0,3.1,80,41.5
1986,4,8,1015.5,22.7,21,19.3,17,78,86,Trace,0.2,50,24
1986,4,9,1013.5,25.5,23.2,21.5,20.8,86,80,Trace,0.8,40,14.4
1986,4,10,1013,27,24,22.2,22.1,89,74,0,4.4,150,4.3
1986,4,11,1014.8,28.3,24.6,21.1,21.9,86,77,Trace,3.9,90,16.6
1986,4,12,1017.1,21.4,20.4,19.4,14.4,69,83,0,0,80,43.1
1986,4,13,1016.2,25,21.5,18.4,17.8,80,90,0.4,6.1,70,21.6
1986,4,14,1014.5,27,23.4,21.6,21,87,68,0,3.1,50,9.2
1986,4,15,1014.8,25.7,22.8,20.7,21.1,90,75,0,1.3,210,5.4
1986,4,16,1015.1,23.7,20.8,19.3,17.8,83,98,0.8,0,80,40.5
1986,4,17,1012,22.4,20.5,18.8,19.1,92,97,1,0,20,25
1986,4,18,1011,28.7,24.9,22,22.7,88,86,0,7.1,180,8
1986,4,19,1010.9,28.4,26.2,25.1,22.8,82,80,0,7.3,200,19.1
1986,4,20,1009.3,27.3,26.3,25.2,23.3,83,85,Trace,0.7,180,21.3
1986,4,21,1011.6,26.2,21.8,20.8,20.9,95,97,86.2,0,90,26
1986,4,22,1013.5,23.2,21.6,19.7,19.9,90,92,20.1,0.1,70,24.9
1986,4,23,1012.6,22,21.3,20.6,19.4,89,97,7.1,0,70,28.8
1986,4,24,1012,25.3,22.5,20.9,19.9,86,90,Trace,3.5,40,18.7
1986,4,25,1011.9,27.3,24.1,22.5,22.1,89,79,0,4.1,50,12.3
1986,4,26,1011.6,28.5,25.4,23.5,22.8,86,68,0,7.8,100,5.6
1986,4,27,1011,29.3,26.1,23.5,22.6,82,53,0,10,180,2.8
1986,4,28,1011.3,30.5,26.3,23.4,22.2,79,37,0,12,150,5.8
1986,4,29,1013.9,26.9,24.7,23.8,21.3,82,78,0,3.1,90,28.9
1986,4,30,1014.3,26.7,24.2,23.2,21.2,84,88,Trace,2.5,90,26.5
1986,5,1,1012.4,28.6,25.3,23.2,22.1,83,81,0,6.9,90,14.7
1986,5,2,1010.4,26.8,25.2,24,22.9,87,88,2.9,0.5,80,18.9
1986,5,3,1011.2,27,24.5,23,22.1,87,86,28.3,2.5,90,19.3
1986,5,4,1012.2,27.8,25.2,23.6,21.7,82,58,Trace,10.8,90,26.3
1986,5,5,1011.7,28.1,25.1,23.7,21.7,82,69,0,5.6,100,20.2
1986,5,6,1010.2,26.8,24.6,23.6,23,91,85,13.9,0,100,6.4
1986,5,7,1009.9,26.7,24.8,23.3,22.9,90,90,1.1,1,70,18.3
1986,5,8,1010.1,28.4,25.8,24.1,23.3,87,78,Trace,6.2,80,13.2
1986,5,9,1008.9,30.9,27.8,25.6,23.7,79,70,Trace,5.7,240,14.2
1986,5,10,1008.6,28.9,26.7,25.1,24,85,93,1.7,0.3,10,9.7
1986,5,11,1007.2,26.1,24.6,23.6,23.7,95,100,127.7,0,80,22.6
1986,5,12,1005.4,28,25.5,23.9,24.3,93,96,44.8,0.6,240,16.3
1986,5,13,1004,31.2,28.4,26.1,25,83,70,Trace,8.9,250,22.8
1986,5,14,1004.1,30.1,27.2,24.7,24.4,85,76,42.1,5.8,90,19.3
1986,5,15,1006.7,28.6,26.1,24.7,19.6,68,57,0,9.1,90,37.3
1986,5,16,1008.5,28.7,25.9,24,19.8,70,28,0,11.5,80,38.8
1986,5,17,1007.4,28.9,25.7,23.7,20.4,73,68,0,8.1,80,38.7
1986,5,18,1006,26.4,25.1,23.8,23,88,96,3.2,0,90,44.5
1986,5,19,1005.1,29.1,26.7,25.1,24.6,88,90,34.7,2.2,130,21.7
1986,5,20,1003.3,28.6,26.8,24.8,24.3,86,87,42.6,0.7,140,19.8
1986,5,21,1003.8,26.4,24.4,21.7,23.3,94,94,26,0,90,42.5
1986,5,22,1006.4,22.5,21.7,21.1,20.3,92,100,6.9,0,80,58.9
1986,5,23,1007.5,23.5,22.3,20.7,21.1,92,95,2.3,0,70,31.8
1986,5,24,1006.7,28.7,25.3,23,22.4,84,78,Trace,5.6,130,11.6
1986,5,25,1005.8,30.4,26.9,24.4,22.6,78,40,0,11.4,230,8.1
1986,5,26,1006.5,30.9,27.5,25.5,24.1,82,52,Trace,9.3,140,9.7
1986,5,27,1008.9,29.9,27.2,25.7,24,83,47,0,11.1,110,13.9
1986,5,28,1008.4,30.7,27.7,25.7,24,81,56,0,9.1,150,9.5
1986,5,29,1004.7,31.1,28.4,27,24.6,80,77,Trace,4.6,230,22.4
1986,5,30,1003.7,30.9,28.6,26.6,25.4,83,81,0.5,4.8,240,20.5
1986,5,31,1005.8,29.1,27.1,25.7,24.1,84,85,Trace,5.5,90,29.4
1986,6,1,1005.8,30.5,28.1,25.7,25.9,88,73,29.9,7.2,170,9.3
1986,6,2,1005.3,31.8,29,26.2,25.1,80,67,1,10,220,10.1
1986,6,3,1003.6,30.6,28.1,25.8,24.8,82,67,Trace,5.5,240,6.5
1986,6,4,1003.5,30.5,27.6,25.1,25.3,88,91,21.8,2,230,11.6
1986,6,5,1003.6,30.4,28.8,27.7,25.4,82,84,6,4,240,24.3
1986,6,6,1004.5,28.6,26.2,23.8,24.4,90,94,175.1,0,90,12.4
1986,6,7,1006.3,26.8,25.4,24.6,24.4,94,94,25.8,0,80,15.1
1986,6,8,1007.7,24.9,24.1,23.7,22.7,91,97,0.2,0,90,41.1
1986,6,9,1006.1,27.1,25,23.6,22.1,84,91,1.7,1.4,90,36
1986,6,10,1004.5,29.1,26.5,24.7,22.5,79,61,Trace,10.7,90,34.6
1986,6,11,1003.9,29.4,26.6,25.3,23.3,82,82,Trace,2.4,80,30.5
1986,6,12,1004.4,29.1,26.9,25.7,24.6,87,87,28.1,1.5,180,13
1986,6,13,1007.4,28.2,27.2,25.9,25.4,90,88,4.4,0.2,230,9
1986,6,14,1008.4,31.5,28.7,27.1,25.1,81,63,Trace,8.5,220,12.7
1986,6,15,1006,31.8,29,27.3,24.6,77,42,0,11.4,230,19.5
1986,6,16,1003.5,31.7,29.3,27.7,24.3,75,57,0,12.3,240,27
1986,6,17,1003.3,30.6,28.3,24.5,24.9,83,88,19.1,2.1,230,23.9
1986,6,18,1004.3,31.4,28.8,26.7,25.4,82,86,1,5.8,180,24.5
1986,6,19,1006.6,31.3,29.1,27.5,25.3,80,83,0.7,6.8,180,20.2
1986,6,20,1007,32.1,29.4,27.7,25.1,78,55,Trace,9.2,150,14.3
1986,6,21,1006.3,31.6,29.2,27.6,25.5,81,52,0.5,10.6,140,15.4
